         232641244 function calls (232621006 primitive calls) in 406.605 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 _docscrape.py:477(_str_see_also)
       53    0.000    0.000    0.000    0.000 _scorer.py:589(make_scorer)
       44    0.000    0.000    0.000    0.000 dataclasses.py:404(_field_assign)
        1    0.000    0.000    0.002    0.002 _lil.py:1(<module>)
        1    0.000    0.000    0.014    0.014 _policybase.py:1(<module>)
        4    0.000    0.000    0.000    0.000 core.py:961(reset_cache)
        2    0.000    0.000    0.000    0.000 results.py:215(__delitem__)
        1    0.000    0.000    0.000    0.000 misc.py:570(create_py_random_state)
        1    0.000    0.000    0.002    0.002 queue.py:1(<module>)
        1    0.000    0.000    0.001    0.001 actions.py:3(<module>)
        1    0.000    0.000    0.002    0.002 depends.py:1(<module>)
       16    0.000    0.000    0.000    0.000 dataclasses.py:507(<dictcomp>)
        3    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        2    0.000    0.000    0.000    0.000 glob.py:134(_listdir)
       10    0.000    0.000    0.001    0.000 extras.py:238(getdoc)
        1    0.000    0.000    0.000    0.000 __init__.py:164(<listcomp>)
        1    0.000    0.000    0.079    0.079 _sparse_pca.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multiclass.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _coo.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:767(__contains__)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 glm_distribution.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:259(<listcomp>)
        1    0.000    0.000    0.000    0.000 _binomtest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:539(smallest_normal)
        1    0.000    0.000    0.001    0.001 _relative_risk.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _axis_nan_policy.py:7(<module>)
       12    0.000    0.000    0.000    0.000 small.py:45(_raise_on_directed)
        1    0.000    0.000    0.002    0.002 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _search.py:372(BaseSearchCV)
        1    0.000    0.000    0.005    0.005 main.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _multivariate.py:189(__init__)
       52    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
       23    0.000    0.000    0.000    0.000 re.py:270(escape)
        2    0.000    0.000    0.000    0.000 cuts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queues.py:10(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:189(<listcomp>)
      160    0.000    0.000    0.000    0.000 inspect.py:2869(return_annotation)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
        3    0.000    0.000    0.000    0.000 doccer.py:157(_doc)
        7    0.000    0.000    0.000    0.000 _threadsafety.py:25(__init__)
        1    0.000    0.000    0.000    0.000 group.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sparsifiers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 resource_tracker.py:42(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       20    0.000    0.000    0.000    0.000 _testutils.py:26(__init__)
        1    0.000    0.000    0.001    0.001 difflib.py:1(<module>)
       39    0.000    0.000    0.000    0.000 inspect.py:1748(_signature_get_user_defined_method)
        3    0.000    0.000    0.000    0.000 blas.py:325(_get_funcs)
        1    0.000    0.000    0.000    0.000 triads.py:117(<dictcomp>)
       11    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.053    0.053 subprocess.py:464(run)
        9    0.000    0.000    0.000    0.000 decorators.py:197(nodes_or_number)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'seed' of 'numpy.random.mtrand.RandomState' objects}
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.002    0.002 function.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _huber.py:4(<module>)
        6    0.000    0.000    0.000    0.000 core.py:5711(<lambda>)
        1    0.000    0.000    0.000    0.000 pickle.py:1136(_Unpickler)
        1    0.000    0.000    0.000    0.000 subprocess.py:1207(_close_pipe_fds)
        2    0.000    0.000    0.001    0.001 helpers.py:366(original_text_for)
        1    0.000    0.000    0.000    0.000 pool.py:10(<module>)
        1    0.000    0.000    0.003    0.003 _docscrape.py:1(<module>)
       37    0.000    0.000    0.000    0.000 typing.py:337(__repr__)
        1    0.000    0.000    0.000    0.000 subgraph_alg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 matrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 label_propagation.py:1(<module>)
        1    0.000    0.000    0.008    0.008 reusable_executor.py:6(<module>)
       19    0.000    0.000    0.000    0.000 _distn_infrastructure.py:2982(__new__)
        1    0.000    0.000    0.001    0.001 det_curve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeit.py:3(<module>)
        2    0.000    0.000    0.000    0.000 errors.py:1(<module>)
       50    0.000    0.000    0.000    0.000 core.py:675(<genexpr>)
        1    0.000    0.000    0.001    0.001 appdirs.py:6(<module>)
        4    0.000    0.000    0.001    0.000 core.py:1439(__mul__)
        1    0.000    0.000    0.002    0.002 _graph.py:1(<module>)
       64    0.000    0.000    0.000    0.000 typing.py:1374(cast)
        1    0.000    0.000    0.000    0.000 data.py:5(<module>)
        2    0.000    0.000    0.000    0.000 _manylinux.py:15(_ELFFileHeader)
       46    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
        1    0.000    0.000    0.004    0.004 context.py:13(<module>)
        6    0.000    0.000    0.003    0.001 linecache.py:26(getline)
        1    0.000    0.000    0.001    0.001 kernighan_lin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:627(SpooledTemporaryFile)
       19    0.000    0.000    0.001    0.000 core.py:1665(__call__)
        1    0.000    0.000    0.001    0.001 queues.py:12(<module>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:355(<listcomp>)
        1    0.000    0.000    0.001    0.001 _binned_statistic.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _meta.py:8(PackageMetadata)
        1    0.000    0.000    0.000    0.000 nx_pydot.py:1(<module>)
        1    0.000    0.000    0.716    0.716 backports.py:1(<module>)
        1    0.000    0.000    0.001    0.001 msvc9compiler.py:1(<module>)
        1    0.000    0.000    0.009    0.009 _rvs_sampling.py:2(<module>)
        1    0.000    0.000    0.001    0.001 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:204(AbstractEventLoop)
        1    0.000    0.000    0.000    0.000 _mannwhitneyu.py:23(__init__)
        1    0.000    0.000    0.001    0.001 _function_transformer.py:1(<module>)
      4/1    0.000    0.000    0.004    0.004 sysconfig.py:507(get_paths)
        1    0.000    0.000    0.000    0.000 mock.py:1922(<setcomp>)
        1    0.000    0.000    0.000    0.000 efficiency_measures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base64mime.py:5(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:5(VendorImporter)
        1    0.000    0.000    0.000    0.000 disjoint_paths.py:1(<module>)
       16    0.000    0.000    0.000    0.000 metaestimators.py:176(<lambda>)
       44    0.000    0.000    0.000    0.000 dataclasses.py:605(_is_initvar)
        5    0.000    0.000    0.001    0.000 linecache.py:52(checkcache)
        1    0.000    0.000    0.002    0.002 tempfile.py:284(gettempdir)
        1    0.000    0.000    0.000    0.000 ssl.py:474(SSLContext)
        7    0.000    0.000    0.000    0.000 types.py:100(prepare_class)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:1(<module>)
        2    0.000    0.000    0.217    0.108 graph.py:314(__init__)
        1    0.000    0.000    0.001    0.001 reportviews.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:131(geterr)
        1    0.000    0.000    0.000    0.000 core.py:4907(Opt)
        1    0.000    0.000    0.000    0.000 _fastica.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _qap.py:1(<module>)
       16    0.000    0.000    0.000    0.000 dataclasses.py:300(__init__)
        2    0.000    0.000    0.000    0.000 matching.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:121(_add_integer_aliases)
        9    0.000    0.000    0.000    0.000 core.py:4758(__init__)
        1    0.000    0.000    0.001    0.001 rk.py:1(<module>)
        4    0.000    0.000    0.008    0.002 _docscrape.py:563(__init__)
       16    0.000    0.000    0.000    0.000 metaestimators.py:112(__init__)
       15    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        5    0.000    0.000    0.001    0.000 dataclasses.py:550(_frozen_get_del_attr)
        1    0.000    0.000    0.000    0.000 modularitymatrix.py:1(<module>)
        7    0.000    0.000    0.000    0.000 __init__.py:76(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 dist.py:388(Distribution)
        1    0.000    0.000    0.000    0.000 argparse.py:1671(ArgumentParser)
        1    0.000    0.000    0.000    0.000 ordered.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lowest_common_ancestors.py:1(<module>)
        1    0.000    0.000    0.018    0.018 parser.py:5(<module>)
        1    0.000    0.000    0.002    0.002 encoders.py:5(<module>)
        2    0.000    0.000    0.002    0.001 extension.py:1(<module>)
        1    0.000    0.000    0.000    0.000 roc_curve.py:1(<module>)
        4    0.000    0.000    0.000    0.000 os.py:682(__setitem__)
        1    0.000    0.000    0.000    0.000 sputils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 numpy_pickle_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triangulation.py:5(Complex)
        1    0.000    0.000    0.000    0.000 sparsefuncs.py:6(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method nt.readlink}
        4    0.000    0.000    0.000    0.000 enum.py:938(_create_pseudo_member_)
        1    0.000    0.000    0.000    0.000 pathlib.py:653(PurePath)
        1    0.000    0.000    0.000    0.000 projection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:1(<module>)
       47    0.000    0.000    0.000    0.000 _docscrape.py:390(<genexpr>)
        1    0.000    0.000    0.004    0.004 hashing.py:1(<module>)
       22    0.000    0.000    0.000    0.000 _docscrape.py:16(strip_blank_lines)
        1    0.000    0.000    0.000    0.000 _nearest_centroid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 generators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gomory_hu.py:1(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:218(_acquireLock)
        1    0.000    0.000    0.000    0.000 _decomp_schur.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:5417(postParse)
     11/1    0.000    0.000    0.713    0.713 <frozen importlib._bootstrap>:1018(_gcd_import)
        1    0.000    0.000    0.201    0.201 convert.py:365(from_dict_of_dicts)
        1    0.000    0.000    0.019    0.019 traveling_salesman.py:1(<module>)
        1    0.000    0.000    0.002    0.002 string.py:69(__init_subclass__)
       22    0.000    0.000    0.000    0.000 _docscrape.py:50(read)
        1    0.000    0.000    0.000    0.000 rcm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:12(__config_flags)
        1    0.000    0.000    0.053    0.053 subprocess.py:377(check_output)
        9    0.000    0.000    0.000    0.000 functools.py:843(register)
        4    0.000    0.000    0.000    0.000 uuid.py:138(__init__)
        1    0.000    0.000    0.004    0.004 _csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2580(Distribution)
      4/2    0.000    0.000    0.000    0.000 core.py:4889(parseImpl)
        1    0.000    0.000    0.002    0.002 _show_versions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connected.py:1(<module>)
       30    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        1    0.000    0.000    0.009    0.009 defmatrix.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        4    0.000    0.000    0.019    0.005 core.py:2963(re)
        1    0.000    0.000    0.002    0.002 compressor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:1(<module>)
       16    0.000    0.000    0.000    0.000 dataclasses.py:543(<listcomp>)
        1    0.000    0.000    0.000    0.000 degree_seq.py:1(<module>)
      126    0.000    0.000    0.000    0.000 util.py:199(no_escape_re_range_char)
        1    0.000    0.000    0.000    0.000 networksimplex.py:1(<module>)
       13    0.000    0.000    0.000    0.000 platform.py:1106(python_implementation)
        7    0.000    0.000    0.000    0.000 _nonlin.py:1516(<listcomp>)
        7    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
        1    0.000    0.000    0.053    0.053 platform.py:261(_syscmd_ver)
        7    0.000    0.000    0.000    0.000 results.py:436(<listcomp>)
        1    0.000    0.000    0.000    0.000 _trustregion.py:1(<module>)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:765(exec_module)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 core.py:6442(__new__)
        1    0.000    0.000    0.000    0.000 csv.py:2(<module>)
       26    0.000    0.000    0.001    0.000 core.py:6753(__init__)
       10    0.000    0.000    0.139    0.014 __init__.py:51(create_module)
        1    0.000    0.000    0.008    0.008 gexf.py:1(<module>)
        1    0.000    0.000    0.001    0.001 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 cycles.py:1(<module>)
        4    0.000    0.000    0.000    0.000 polynomial.py:1226(__init__)
       24    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.001    0.001 graphviews.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coding.py:1(<module>)
